INSURANCE_POLICY_ID,SENTIMENT_SCORE,GROSS_PREMIUM,PREMIUM_AMOUNT,RENEWAL_DATE,PAYMENT_FREQUENCY,CHURN,CURRENT_ROW_INDICATOR,REGION,COUNTRY,COMPETITIVE_PREMIUM_AMOUNT_MIN,COMPETITIVE_PRICE,COUNTRY_NAME,BUNDLE_INDICATOR,REGION_NAME,POSTAL_CODE,NUMBER_OF_PRODUCTS,NUMBER_OF_COMPLAINTS,PAYMENT_TYPE,CUSTOMER_TYPE,CANCELLATION_REASON,NUMBER_OF_RISKS,AUTO_MAKE,AUTO_YEAR,LENGTH_OF_CAR_OWNERSHIP,AUTO_MODEL,AGENT,CHANNEL
10002104,155,225,720,2018-4-15,MONTHLY,0,1,OHIO,US,770,150,US,0,CENTRAL,430,2,2,CREDIT,SHORT-TERM,DECEASED,2,BMW,2016,1,4SERIES,Phillips,Agent
10002105,120,250,550,2017-3-09,QUARTERLY,0,1,OHIO,US,900,155,US,1,CENTRAL,430,1,0,CASH,SHORT-TERM,DECEASED,4,HONDA,2016,1,CIVIC,Cook,Bank
10002106,105,600,500,2017-3-10,MONTHLY,1,1,OHIO,US,522,120,US,1,CENTRAL,430,3,0,CASH,NEW,DECEASED,3,GMC,2016,1,ACADIA,Sanders,Bank
10002107,155,500,600,2017-3-11,YEARLY,0,1,OHIO,US,450,45,US,0,CENTRAL,430,3,1,DEBIT,NEW,EVENT,2,GMC,2015,2,ACADIA,Gray,Bank
10002108,120,550,710,2018-4-19,YEARLY,0,1,OHIO,US,480,100,US,0,CENTRAL,430,3,16,CASH,SHORT-TERM,DECEASED,2,BMW,2016,1,4SERIES,Reed,Bank
10002109,130,225,865,2018-4-20,QUARTERLY,0,1,OHIO,US,655,100,US,1,CENTRAL,430,3,10,DEBIT,LONG-TERM,EVENT,0,FORD,2005,12,F150,Jones,Bank
10002110,135,600,525,2019-3-22,YEARLY,1,1,OHIO,US,725,125,US,0,CENTRAL,430,2,15,DEBIT,NEW,EVENT,2,FORD,2009,8,F150,Thomas,Bank
10002111,155,550,750,2019-3-23,MONTHLY,0,1,OHIO,US,525,50,US,0,CENTRAL,430,2,11,CASH,SHORT-TERM,DECEASED,1,TOYOTA,2014,3,CAMRY,Watson,Agent
10002112,170,750,700,2019-3-24,YEARLY,0,1,OHIO,US,750,100,US,0,CENTRAL,430,2,0,DEBIT,NEW,NSF,2,BMW,2011,6,4SERIES,Green,Bank
10002113,190,600,1200,2018-4-16,MONTHLY,0,1,OHIO,US,800,75,US,1,CENTRAL,430,2,4,DEBIT,LONG-TERM,NSF,2,GMC,2012,5,ACADIA,Martin,Bank
10002114,100,700,900,2018-4-17,MONTHLY,1,1,OHIO,US,750,100,US,0,CENTRAL,430,2,8,DEBIT,LONG-TERM,EVENT,0,GMC,2009,8,ACADIA,Nelson,Bank
10002115,101,650,1000,2018-4-18,QUARTERLY,0,1,OHIO,US,800,120,US,0,CENTRAL,430,2,2,DEBIT,LONG-TERM,EVENT,0,FORD,2005,12,F150,Howard,Bank
10002116,122,750,1000,2018-4-01,MONTHLY,0,1,OHIO,US,925,80,US,0,CENTRAL,430,3,1,DEBIT,NEW,NSF,3,BMW,2012,5,4SERIES,Gray,Bank
10002117,111,450,900,2018-4-02,YEARLY,0,1,OHIO,US,550,90,US,1,CENTRAL,430,1,0,DEBIT,LONG-TERM,EVENT,0,FORD,2005,12,F150,Parker,Bank
10002118,125,500,885,2018-4-03,YEARLY,0,1,OHIO,US,600,200,US,0,CENTRAL,430,2,5,DEBIT,LONG-TERM,EVENT,0,FORD,2005,12,F150,King,Bank
10002119,166,600,600,2018-4-04,QUARTERLY,0,1,OHIO,US,770,150,US,0,CENTRAL,430,2,9,DEBIT,LONG-TERM,EVENT,3,FORD,2009,8,F150,Campbell,Bank
10002120,175,890,550,2018-4-05,YEARLY,0,1,OHIO,US,900,155,US,1,CENTRAL,430,2,0,CASH,SHORT-TERM,DECEASED,3,BMW,2015,2,4SERIES,Jackson,Agent
10002121,150,500,750,2018-4-06,YEARLY,0,1,OHIO,US,522,120,US,0,CENTRAL,430,2,0,CASH,NEW,NSF,2,GMC,2011,6,ACADIA,Nelson,Bank
10002122,100,450,720,2018-4-07,QUARTERLY,0,1,OHIO,US,450,90,US,0,CENTRAL,430,2,0,CASH,NEW,NSF,3,GMC,2011,6,ACADIA,Adams,Bank
10002123,111,450,550,2018-4-08,QUARTERLY,0,1,OHIO,US,480,50,US,0,CENTRAL,430,2,12,CASH,SHORT-TERM,DECEASED,1,TOYOTA,2016,1,CAMRY,Green,Agent
10002124,155,625,500,2018-4-09,QUARTERLY,0,1,OHIO,US,655,55,US,1,CENTRAL,430,3,9,CREDIT,SHORT-TERM,DECEASED,1,HONDA,2014,3,CIVIC,Watson,Agent
10002125,120,500,600,2018-4-10,QUARTERLY,0,1,OHIO,US,500,45,US,0,CENTRAL,430,3,0,CASH,NEW,NSF,2,GMC,2012,5,ACADIA,Lee,Bank
10002126,105,900,710,2018-4-11,MONTHLY,0,1,OHIO,US,700,100,US,0,CENTRAL,430,5,5,CREDIT,SHORT-TERM,DECEASED,4,TOYOTA,2016,1,CAMRY,Brown,Agent
10002127,155,600,865,2018-4-12,YEARLY,0,1,OHIO,US,725,100,US,0,CENTRAL,430,3,3,DEBIT,LONG-TERM,EVENT,0,FORD,2005,12,F150,Baker,Bank
10002128,120,225,525,2018-4-13,MONTHLY,0,1,OHIO,US,525,125,US,1,CENTRAL,430,3,8,CASH,SHORT-TERM,DECEASED,4,TOYOTA,2014,3,CAMRY,Turner,Agent
10002129,130,250,750,2018-4-14,MONTHLY,0,1,OHIO,US,750,50,US,1,CENTRAL,430,3,2,CASH,SHORT-TERM,DECEASED,4,BMW,2016,1,4SERIES,Wilson,Agent
10002130,135,600,700,2018-4-15,QUARTERLY,0,1,OHIO,US,800,100,US,1,CENTRAL,430,4,0,DEBIT,LONG-TERM,EVENT,0,FORD,2011,6,F150,Moore,Bank
10002131,155,500,1200,2017-3-09,MONTHLY,0,1,OHIO,US,750,75,US,0,CENTRAL,430,3,0,CASH,NEW,NSF,3,GMC,2012,5,ACADIA,Parker,Bank
10002132,170,550,900,2017-3-10,YEARLY,0,1,OHIO,US,800,100,US,0,CENTRAL,430,4,1,DEBIT,SHORT-TERM,EVENT,2,GMC,2012,5,ACADIA,Davis,Bank
10002133,190,225,1000,2017-3-11,YEARLY,0,1,OHIO,US,925,120,US,1,CENTRAL,430,2,16,DEBIT,NEW,NSF,2,FORD,2009,8,F150,Morris,Bank
10002134,100,600,1000,2018-4-19,QUARTERLY,0,1,OHIO,US,550,80,US,0,CENTRAL,430,1,10,DEBIT,LONG-TERM,EVENT,0,FORD,2005,12,F150,Scott,Bank
10002135,101,550,900,2018-4-20,YEARLY,0,1,OHIO,US,600,90,US,0,CENTRAL,430,3,15,CREDIT,SHORT-TERM,DECEASED,2,BMW,2016,1,4SERIES,Phillips,Agent
10002136,175,750,865,2019-3-22,MONTHLY,0,1,OHIO,US,770,200,US,1,CENTRAL,430,3,11,CASH,SHORT-TERM,DECEASED,4,HONDA,2016,1,CIVIC,Cook,Bank
10002137,150,600,525,2019-3-23,YEARLY,0,1,OHIO,US,900,150,US,0,CENTRAL,430,3,0,CASH,NEW,DECEASED,3,GMC,2016,1,ACADIA,Sanders,Bank
10002138,100,700,750,2019-3-24,YEARLY,0,1,OHIO,US,522,155,US,0,CENTRAL,430,3,4,DEBIT,NEW,EVENT,2,GMC,2015,2,ACADIA,Gray,Bank
10002139,111,650,700,2018-4-16,MONTHLY,0,1,OHIO,US,450,120,US,0,CENTRAL,430,2,8,CASH,SHORT-TERM,DECEASED,2,BMW,2016,1,4SERIES,Reed,Bank
10002140,155,750,1200,2018-4-17,MONTHLY,0,1,OHIO,US,480,90,US,1,CENTRAL,430,2,2,DEBIT,LONG-TERM,EVENT,0,FORD,2005,12,F150,Jones,Bank
10002141,120,450,900,2018-4-18,QUARTERLY,0,1,OHIO,US,655,50,US,0,CENTRAL,430,2,1,DEBIT,NEW,EVENT,2,FORD,2009,8,F150,Thomas,Bank
10002142,105,500,1000,2018-4-01,MONTHLY,1,1,OHIO,US,500,55,US,0,CENTRAL,430,2,0,CASH,SHORT-TERM,DECEASED,1,TOYOTA,2014,3,CAMRY,Watson,Agent
10002143,155,600,1000,2018-4-02,YEARLY,0,1,OHIO,US,700,45,US,1,CENTRAL,430,2,5,DEBIT,NEW,NSF,2,BMW,2011,6,4SERIES,Green,Bank
10002144,120,890,900,2018-4-03,YEARLY,0,1,OHIO,US,725,100,US,0,CENTRAL,430,2,9,DEBIT,LONG-TERM,NSF,2,GMC,2012,5,ACADIA,Martin,Bank
10002145,130,500,885,2018-4-04,QUARTERLY,0,1,OHIO,US,525,100,US,0,CENTRAL,430,3,0,DEBIT,LONG-TERM,EVENT,0,GMC,2009,8,ACADIA,Nelson,Bank
10002146,135,450,600,2018-4-05,YEARLY,0,1,OHIO,US,750,125,US,0,CENTRAL,430,1,0,DEBIT,LONG-TERM,EVENT,0,FORD,2005,12,F150,Howard,Bank
10002147,155,450,550,2018-4-06,YEARLY,0,1,OHIO,US,800,50,US,1,CENTRAL,430,2,0,DEBIT,NEW,NSF,3,BMW,2012,5,4SERIES,Gray,Bank
10002148,170,625,750,2018-4-07,QUARTERLY,0,1,OHIO,US,750,100,US,0,CENTRAL,430,2,12,DEBIT,LONG-TERM,EVENT,0,FORD,2005,12,F150,Parker,Bank
10002149,190,500,720,2018-4-08,QUARTERLY,0,1,OHIO,US,800,75,US,0,CENTRAL,430,2,9,DEBIT,LONG-TERM,EVENT,0,FORD,2005,12,F150,King,Bank
10002150,100,900,550,2018-4-09,QUARTERLY,0,1,OHIO,US,925,100,US,1,CENTRAL,430,2,0,DEBIT,LONG-TERM,EVENT,3,FORD,2009,8,F150,Campbell,Bank
10002151,101,600,500,2018-4-10,QUARTERLY,0,1,OHIO,US,550,120,US,0,CENTRAL,430,2,5,CASH,SHORT-TERM,DECEASED,3,BMW,2015,2,4SERIES,Jackson,Agent
10002152,122,225,600,2018-4-11,MONTHLY,0,1,OHIO,US,600,80,US,0,CENTRAL,430,2,3,CASH,NEW,NSF,2,GMC,2011,6,ACADIA,Nelson,Bank
10002153,111,250,710,2018-4-12,YEARLY,0,1,OHIO,US,770,90,US,0,CENTRAL,430,3,8,CASH,NEW,NSF,3,GMC,2011,6,ACADIA,Adams,Bank
10002154,125,600,865,2018-4-13,MONTHLY,0,1,OHIO,US,900,200,US,0,CENTRAL,430,3,2,CASH,SHORT-TERM,DECEASED,1,TOYOTA,2016,1,CAMRY,Green,Agent
10002155,166,500,525,2018-4-14,MONTHLY,1,1,OHIO,US,522,150,US,0,CENTRAL,430,5,0,CREDIT,SHORT-TERM,DECEASED,1,HONDA,2014,3,CIVIC,Watson,Agent
10002156,122,550,750,2018-4-15,QUARTERLY,0,1,OHIO,US,450,155,US,0,CENTRAL,430,3,0,CASH,NEW,NSF,2,GMC,2012,5,ACADIA,Lee,Bank
10002157,160,225,700,2017-3-09,MONTHLY,0,1,OHIO,US,480,120,US,0,CENTRAL,430,2,1,CASH,LONG-TERM,EVENT,3,BMW,2015,2,4SERIES,Watson,Bank
10002158,125,600,1200,2017-3-10,YEARLY,0,1,OHIO,US,655,90,US,0,CENTRAL,430,2,16,CREDIT,SHORT-TERM,DECEASED,4,TOYOTA,2016,1,CAMRY,Brown,Agent
10002159,120,550,900,2017-3-11,YEARLY,0,1,OHIO,US,500,50,US,0,CENTRAL,430,1,10,CASH,SHORT-TERM,DECEASED,3,BMW,2015,2,4SERIES,Watson,Agent
10002160,100,750,1000,2018-4-19,QUARTERLY,0,1,OHIO,US,700,55,US,0,CENTRAL,430,5,0,DEBIT,NEW,NSF,2,FORD,2011,6,F150,Rogers,Bank
